Genus	Isolate	Isolate_ID	BOLD_ID	Genbank_acc
Pyt	Pythium sp. nov.	BR 779	OOMYA1472-08	HQ708860, HQ643819
Pyt	Pythium sp. nov.	BR 798	OOMYA1577-08	HQ708859, HQ643818
Pyt	Pythium sp. nov.	BR 879	OOMYA1483-08	HQ708858, HQ643817
Pyt	Pythium sp. nov.	BR 887	OOMYA353-07	HQ708854, HQ643813
Pyt	Pythium sp. nov.	BR 901	OOMYA1487-08	HQ708853, HQ643812
Pyt	Pythium sp. nov.	BR 902	OOMYA1488-08	HQ708852, HQ643811
Pyt	Pythium sp. nov.	BR 951	OOMYA1445-08	HQ708851, HQ643810
Pyt	Pythium sp. nov.	CBS 232.94	OOMYA1616-08	HQ708855, HQ643814
Pyt	Pythium sp. nov.	CBS 607.81	OOMYA1700-08	HQ708857, HQ643816
Pyt	Pythium sp. nov.	CBS 633.85	OOMYA1702-08	HQ708856, HQ643815
Pyt	Pythium sp. nov.	DAOM 229155	OOMYA1601-08	HQ708846, HQ643805
Pyt	Pythium sp. nov.	Lev 1457	OOMYA275-07	HQ708845, HQ643804
Pyt	Pythium sp. nov.	Lev 1523	OOMYA301-07	HQ708844, HQ643803
Pyt	Pythium sp. nov.	Lev 2156	OOMYA436-07	HQ708843, HQ643802
Pyt	Pythium sp. nov.	Lev 2168	OOMYA440-07	HQ708842, HQ643801
Pyt	Pythium sp. nov.	Lev 3062	OOMYA1672-08	HQ708841, HQ643800
Pyt	Pythium sp. nov.	Lev 3063	OOMYA1673-08	HQ708840, HQ643799
Pyt	Pythium sp. nov.	Lev 3106	OOMYA1567-08	HQ708839, HQ643798
Pyt	Pythium sp. nov.	P16024	PHYTO116-10	HQ261487, HQ261740
Pyt	Pythium sp. nov.	P19400	PHYTO143-10	HQ261486, HQ261739
Pyt	Pythium sp. nov.	P19448	PHYTO144-10	HQ261485, HQ261738
Pyt	Pythium sp. nov.	P19510	PHYTO145-10	HQ261484, HQ261737
Pyt	Pythium sp. nov.	P8201	PHYTO225-10	HQ261483, HQ261736
Pyt	Pythium sp. nov.	P8204	PHYTO226-10	HQ261482, HQ261735
Pyt	Pythium sp. nov.	P8207	PHYTO227-10	HQ261481, HQ261734
Pyt	Pythium sp. nov.	P8209	PHYTO228-10	HQ261480, HQ261733
Pyt	Pythium sp. nov.	P8212	PHYTO229-10	HQ261479, HQ261732
Pyt	Pythium spiculum*	CBS 122645	OOMYA1782-08	HQ708831, HQ643790, HQ665098
Pyt	Pythium spinosum	CBS 276.67	OOMYA098-07	HQ708833, HQ643792
Pyt	Pythium spinosum	Lev 1526	OOMYA304-07	HQ708835, HQ643794
Pyt	Pythium spinosum	CBS 122663	OOMYA1783-08	HQ708832, HQ643791, HQ665115
Pyt	Pythium spinosum	CBS 275.67	OOMYA1784-08	HQ708834, HQ643793, HQ665181
Pyt	Pythium splendens	BR 788	OOMYA1786-08	HQ708838, HQ643797
Pyt	Pythium splendens	Lev 1497	OOMYA1759-08	HQ708837, HQ643796
Pyt	Pythium splendens	CBS 462.48	OOMYA166-07	HQ708836, HQ643795, HQ665237
Pyt	Pythium sukuiense*	CBS 110030	OOMYA1787-08	HQ708877, HQ643836, HQ665059
Pyt	Pythium sulcatum	BR 113	OOMYA1788-08	HQ708884, HQ643843
Pyt	Pythium sulcatum	BR 146	OOMYA1789-08	HQ708883, HQ643842
Pyt	Pythium sulcatum	BR 652	OOMYA1791-08	HQ708882, HQ643841
Pyt	Pythium sulcatum	BR 653	OOMYA341-07	HQ708885, HQ643844
Pyt	Pythium sulcatum	BR 708	OOMYA334-07	HQ708881, HQ643840
Pyt	Pythium sulcatum	BR 709	OOMYA1792-08	HQ708880, HQ643839
Pyt	Pythium sulcatum	Lev 3111	OOMYA1794-08	HQ708879, HQ643838
Pyt	Pythium sulcatum*	CBS 603.73	OOMYA205-07	HQ708878, HQ643837, HQ665281
Pyt	Pythium sylvaticum	BR 1045	OOMYA1807-08	HQ708893, HQ643852
Pyt	Pythium sylvaticum	BR 1069	OOMYA1738-08	HQ708892, HQ643851
Pyt	Pythium sylvaticum	BR 171	OOMYA1455-08	HQ708891, HQ643850
Pyt	Pythium sylvaticum	BR 179	OOMYA1797-08	HQ708890, HQ643849
Pyt	Pythium sylvaticum	BR 599	OOMYA1798-08	HQ708889, HQ643848
Pyt	Pythium sylvaticum	BR 647	OOMYA332-07	HQ708888, HQ643847
Pyt	Pythium sylvaticum	Lev 1544	OOMYA317-07	HQ708887, HQ643846
Pyt	Pythium sylvaticum	P15580	PHYTO112-10	HQ261488, HQ261741
Pyt	Pythium sylvaticum*	CBS 453.67	OOMYA163-07	HQ708886, HQ643845, HQ665236
Pyt	Pythium takayamanum	CBS 122492	OOMYA1814-08	HQ708894, HQ643853, HQ665095
Pyt	Pythium takayamanum*	CBS 122491	OOMYA1813-08	HQ708895, HQ643854, HQ665094
Pyt	Pythium tardicrescens	Lev 1534	OOMYA309-07	HQ708896, HQ643855
Pyt	Pythium terrestris	ADC 9906	OOMYA1654-08	HQ708899, HQ643858
Pyt	Pythium terrestris	BR 922	OOMYA1801-08	HQ708897, HQ643856
Pyt	Pythium terrestris*	CBS 112352	OOMYA1818-08	HQ708898, HQ643857, HQ665068
Pyt	Pythium torulosum	CBS 316.33	OOMYA120-07	HQ708900, HQ643859, HQ665206
Pyt	Pythium tracheiphilum	BR 659	OOMYA1823-08	HQ708904, HQ643863
Pyt	Pythium tracheiphilum	BR 931	OOMYA1825-08	HQ708902, HQ643861
Pyt	Pythium tracheiphilum	BR 932	OOMYA1826-08	HQ708901, HQ643860
Pyt	Pythium tracheiphilum*	CBS 323.65	OOMYA121-07	HQ708903, HQ643862, HQ665207
Pyt	Pythium ultimum var. sporangiiferum	BR 651	OOMYA1836-08	HQ708921, HQ643880
Pyt	Pythium ultimum var. sporangiiferum*	CBS 219.65	OOMYA054-07	HQ708920, HQ643879, HQ665158
Pyt	Pythium ultimum var. ultimum	ADC 9967	OOMYA1718-08	HQ708919, HQ643878
Pyt	Pythium ultimum var. ultimum	BR 1036	OOMYA1882-08	HQ708918, HQ643877
Pyt	Pythium ultimum var. ultimum	BR 1037	OOMYA1883-08	HQ708917, HQ643876
Pyt	Pythium ultimum var. ultimum	BR 1038	OOMYA1884-08	HQ708916, HQ643875
Pyt	Pythium ultimum var. ultimum	BR 1054	OOMYA1886-08	HQ708915, HQ643874
Pyt	Pythium ultimum var. ultimum	BR 1060	OOMYA407-07	HQ708914, HQ643873
Pyt	Pythium ultimum var. ultimum	BR 1064	OOMYA1888-08	HQ708913, HQ643872
Pyt	Pythium ultimum var. ultimum	BR 1065	OOMYA408-07	HQ708912, HQ643871
Pyt	Pythium ultimum var. ultimum	BR 1089	OOMYA1889-08	HQ708911, HQ643870
Pyt	Pythium ultimum var. ultimum	BR 144	OOMYA386-07	HQ708984, HQ643943
Pyt	Pythium ultimum var. ultimum	BR 229	OOMYA1668-08	HQ708983, HQ643942
Pyt	Pythium ultimum var. ultimum	BR 319	OOMYA1829-08	HQ708982, HQ643941
Pyt	Pythium ultimum var. ultimum	BR 511	OOMYA1830-08	HQ708981, HQ643940
Pyt	Pythium ultimum var. ultimum	BR 583	OOMYA1831-08	HQ708980, HQ643939
Pyt	Pythium ultimum var. ultimum	BR 600	OOMYA1832-08	HQ708979, HQ643938
Pyt	Pythium ultimum var. ultimum	BR 612	OOMYA1719-08	HQ708978, HQ643937
Pyt	Pythium ultimum var. ultimum	BR 628	OOMYA1833-08	HQ708977, HQ643936
Pyt	Pythium ultimum var. ultimum	BR 640	OOMYA1834-08	HQ708976, HQ643935
Pyt	Pythium ultimum var. ultimum	BR 656	OOMYA1721-08	HQ708975, HQ643934
Pyt	Pythium ultimum var. ultimum	BR 657	OOMYA1722-08	HQ708974, HQ643933
Pyt	Pythium ultimum var. ultimum	BR 658	OOMYA1723-08	HQ708973, HQ643932
Pyt	Pythium ultimum var. ultimum	BR 718	OOMYA389-07	HQ708972, HQ643931
Pyt	Pythium ultimum var. ultimum	BR 736	OOMYA1840-08	HQ708971, HQ643930
Pyt	Pythium ultimum var. ultimum	BR 737	OOMYA1841-08	HQ708970, HQ643929
Pyt	Pythium ultimum var. ultimum	BR 738	OOMYA1842-08	HQ708969, HQ643928
Pyt	Pythium ultimum var. ultimum	BR 745	OOMYA1843-08	HQ708968, HQ643927
Pyt	Pythium ultimum var. ultimum	BR 747	OOMYA1844-08	HQ708967, HQ643926
Pyt	Pythium ultimum var. ultimum	BR 748	OOMYA1845-08	HQ708966, HQ643925
Pyt	Pythium ultimum var. ultimum	BR 754	OOMYA1847-08	HQ708965, HQ643924
Pyt	Pythium ultimum var. ultimum	BR 755	OOMYA1729-08	HQ708964, HQ643923
Pyt	Pythium ultimum var. ultimum	BR 759	OOMYA1733-08	HQ708963, HQ643922
Pyt	Pythium ultimum var. ultimum	BR 760	OOMYA1734-08	HQ708962, HQ643921
Pyt	Pythium ultimum var. ultimum	BR 763	OOMYA1848-08	HQ708961, HQ643920
Pyt	Pythium ultimum var. ultimum	BR 768	OOMYA1850-08	HQ708960, HQ643919
Pyt	Pythium ultimum var. ultimum	BR 776	OOMYA1853-08	HQ708959, HQ643918
Pyt	Pythium ultimum var. ultimum	BR 781	OOMYA393-07	HQ708958, HQ643917
Pyt	Pythium ultimum var. ultimum	BR 783	OOMYA404-07	HQ708957, HQ643916
Pyt	Pythium ultimum var. ultimum	BR 784	OOMYA1854-08	HQ708956, HQ643915
Pyt	Pythium ultimum var. ultimum	BR 792	OOMYA1855-08	HQ708955, HQ643914
Pyt	Pythium ultimum var. ultimum	BR 793	OOMYA1856-08	HQ708954, HQ643913
Pyt	Pythium ultimum var. ultimum	BR 810	OOMYA387-07	HQ708953, HQ643912
Pyt	Pythium ultimum var. ultimum	BR 813	OOMYA1857-08	HQ708952, HQ643911
Pyt	Pythium ultimum var. ultimum	BR 814	OOMYA1858-08	HQ708951, HQ643910
Pyt	Pythium ultimum var. ultimum	BR 816	OOMYA1859-08	HQ708950, HQ643909
Pyt	Pythium ultimum var. ultimum	BR 822	OOMYA1740-08	HQ708949, HQ643908
Pyt	Pythium ultimum var. ultimum	BR 823	OOMYA1741-08	HQ708948, HQ643907
Pyt	Pythium ultimum var. ultimum	BR 824	OOMYA1742-08	HQ708947, HQ643906
Pyt	Pythium ultimum var. ultimum	BR 825	OOMYA1743-08	HQ708946, HQ643905
Pyt	Pythium ultimum var. ultimum	BR 826	OOMYA1744-08	HQ708945, HQ643904
Pyt	Pythium ultimum var. ultimum	BR 827	OOMYA1745-08	HQ708944, HQ643903
Pyt	Pythium ultimum var. ultimum	BR 833	OOMYA1860-08	HQ708943, HQ643902
Pyt	Pythium ultimum var. ultimum	BR 835	OOMYA1861-08	HQ708942, HQ643901
Pyt	Pythium ultimum var. ultimum	BR 841	OOMYA392-07	HQ708941, HQ643900
Pyt	Pythium ultimum var. ultimum	BR 842	OOMYA1864-08	HQ708940, HQ643899
Pyt	Pythium ultimum var. ultimum	BR 843	OOMYA1865-08	HQ708939, HQ643898
Pyt	Pythium ultimum var. ultimum	BR 844	OOMYA1866-08	HQ708938, HQ643897
Pyt	Pythium ultimum var. ultimum	BR 845	OOMYA1867-08	HQ708937, HQ643896
Pyt	Pythium ultimum var. ultimum	BR 847	OOMYA1868-08	HQ708936, HQ643895
Pyt	Pythium ultimum var. ultimum	BR 848	OOMYA1869-08	HQ708935, HQ643894
Pyt	Pythium ultimum var. ultimum	BR 849	OOMYA1870-08	HQ708934, HQ643893
Pyt	Pythium ultimum var. ultimum	BR 850	OOMYA1871-08	HQ708933, HQ643892
Pyt	Pythium ultimum var. ultimum	BR 851	OOMYA1872-08	HQ708932, HQ643891
Pyt	Pythium ultimum var. ultimum	BR 854	OOMYA1873-08	HQ708931, HQ643890
Pyt	Pythium ultimum var. ultimum	BR 858	OOMYA1739-08	HQ708930, HQ643889
Pyt	Pythium ultimum var. ultimum	BR 861	OOMYA1876-08	HQ708929, HQ643888
Pyt	Pythium ultimum var. ultimum	BR 863	OOMYA1751-08	HQ708928, HQ643887
Pyt	Pythium ultimum var. ultimum	BR 864	OOMYA1752-08	HQ708927, HQ643886
Pyt	Pythium ultimum var. ultimum	BR 867	OOMYA1877-08	HQ708926, HQ643885
Pyt	Pythium ultimum var. ultimum	BR 930	OOMYA1878-08	HQ708923, HQ643882
Pyt	Pythium ultimum var. ultimum	BR 944	OOMYA1696-08	HQ708922, HQ643881
Pyt	Pythium ultimum var. ultimum	BR 987	OOMYA1879-08	HQ708925, HQ643884
Pyt	Pythium ultimum var. ultimum	BR 988	OOMYA1880-08	HQ708924, HQ643883
Pyt	Pythium ultimum var. ultimum	CBS 729.94	OOMYA1890-08	HQ708910, HQ643869
Pyt	Pythium ultimum var. ultimum	DAOM 232337	OOMYA1894-08	HQ708909, HQ643868
Pyt	Pythium ultimum var. ultimum	Lev 1441	OOMYA112-07	HQ708908, HQ643867
Pyt	Pythium ultimum var. ultimum	Lev 1442	OOMYA171-07	HQ708907, HQ643866
Pyt	Pythium ultimum var. ultimum	CBS 122650	OOMYA1409-08	HQ708905, HQ643864, HQ665103
Pyt	Pythium ultimum var. ultimum	CBS 398.51	OOMYA149-07	HQ708906, HQ643865, HQ665227
Pyt	Pythium uncinulatum	ADC 0108	OOMYA1684-08	HQ708986, HQ643945
Pyt	Pythium uncinulatum*	CBS 518.77	OOMYA173-07	HQ708985, HQ643944, HQ665244
Pyt	Pythium undulatum	ADC 9929	OOMYA1899-08	HQ708990, HQ643949
Pyt	Pythium undulatum	CBS 323.47	OOMYA1116-08	HQ708989, HQ643948
Pyt	Pythium undulatum	Lev 1232	OOMYA250-07	HQ708988, HQ643947
Pyt	Pythium undulatum	CBS 157.69	OOMYA023-07	HQ708987, HQ643946, HQ665134
Pyt	Pythium vanterpoolii	CBS 115.77	OOMYA009-07	HQ708991, HQ643950
Pyt	Pythium vanterpoolii	CBS 431.91	OOMYA1400-08	HQ708992, HQ643951
Pyt	Pythium vanterpoolii	Lev 1536	OOMYA311-07	HQ708994, HQ643953
Pyt	Pythium vanterpoolii*	CBS 295.37	OOMYA110-07	HQ708993, HQ643952, HQ665193
Pyt	Pythium viniferum*	CBS 119168	OOMYA1900-08	HQ708997, HQ643956, HQ665086
Pyt	Pythium violae	ADC 9739	OOMYA1901-08	HQ709010, HQ643969
Pyt	Pythium violae	ADC 9754	OOMYA1902-08	HQ709009, HQ643968
Pyt	Pythium violae	ADC 9923	OOMYA1903-08	HQ709008, HQ643967
Pyt	Pythium violae	ADC 9924	OOMYA1904-08	HQ709007, HQ643966
Pyt	Pythium violae	ADC 9974	OOMYA1905-08	HQ709006, HQ643965
Pyt	Pythium violae	ADC 9975	OOMYA1906-08	HQ709005, HQ643964
Pyt	Pythium violae	BR 322	OOMYA1907-08	HQ709004, HQ643963
Pyt	Pythium violae	Lev 1518	OOMYA299-07	HQ709003, HQ643962
Pyt	Pythium violae	Lev 1519	OOMYA300-07	HQ709002, HQ643961
Pyt	Pythium violae	Lev 1604	OOMYA336-07	HQ709001, HQ643960
Pyt	Pythium violae	Lev 1605	OOMYA337-07	HQ709000, HQ643959
Pyt	Pythium violae	CBS 159.64	OOMYA026-07	HQ708999, HQ643958, HQ665138
Pyt	Pythium violae	CBS 178.86	OOMYA033-07	HQ708998, HQ643957, HQ665143
Pyt	Pythium volutum	CBS 699.83	OOMYA220-07	HQ709012, HQ643971, HQ665291
Pyt	Pythium zingiberis	CBS 217.82	OOMYA1909-08	HQ709013, HQ643972
Pyt	Pythium zingiberis	CBS 216.82	OOMYA050-07	HQ709014, HQ643973, HQ665155
Sap	Saprolegnia anisospora	CBS 110060	OOMYA1910-08	HQ709015, HQ643974
Sap	Saprolegnia asterophora	CBS 531.67	OOMYA1911-08	HQ709016, HQ643975, HQ665250
Sap	Saprolegnia delica	CBS 344.62	OOMYA1912-08	HQ709018, HQ643977
Sap	Saprolegnia delica	CBS 345.62	OOMYA1913-08	HQ709017, HQ643976, HQ665214
Sap	Saprolegnia diclina	CBS 282.38	OOMYA1915-08	HQ709020, HQ643979
Sap	Saprolegnia diclina	CBS 326.35	OOMYA1916-08	HQ709021, HQ643980, HQ665209
Sap	Saprolegnia diclina	CBS 536.67	OOMYA1917-08	HQ709019, HQ643978, HQ665254
Sap	Saprolegnia eccentrica	CBS 199.38	OOMYA1918-08	HQ709023, HQ643982, HQ665147
Sap	Saprolegnia eccentrica	CBS 211.35	OOMYA1919-08	HQ709022, HQ643981, HQ665151
Sap	Saprolegnia eccentrica	CBS 551.67	OOMYA1920-08	HQ709024, HQ643983, HQ665260
Sap	Saprolegnia ferax	BR 114	OOMYA1921-08	HQ709029, HQ643988
Sap	Saprolegnia ferax	CBS 283.38	OOMYA1923-08	HQ709027, HQ643986
Sap	Saprolegnia ferax	CBS 534.67	OOMYA1925-08	HQ709026, HQ643985
Sap	Saprolegnia ferax	CBS 173.42	OOMYA1922-08	HQ709025, HQ643984, HQ665142
Sap	Saprolegnia ferax	CBS 305.37	OOMYA1924-08	HQ709028, HQ643987, HQ665199
Sap	Saprolegnia hypogyna	CBS 869.72	OOMYA1927-08	HQ709030, HQ643989, HQ665304
Sap	Saprolegnia lapponica	CBS 284.38	OOMYA1928-08	HQ709031, HQ643990, HQ665184
Sap	Saprolegnia litoralis	CBS 110062	OOMYA1929-08	HQ709033, HQ643992, HQ665060
Sap	Saprolegnia litoralis	CBS 535.67	OOMYA1930-08	HQ709032, HQ643991, HQ665253
Sap	Saprolegnia megasperma	CBS 532.67	OOMYA1932-08	HQ709034, HQ643993, HQ665251
Sap	Saprolegnia mixta	CBS 149.65	OOMYA1933-08	HQ709035, HQ643994, HQ665127
Sap	Saprolegnia mixta	CBS 307.37	OOMYA1934-08	HQ709036, HQ643995, HQ665202
Sap	Saprolegnia monilifera	CBS 552.67	OOMYA1935-08	HQ709038, HQ643997, HQ665262
Sap	Saprolegnia monilifera	CBS 558.67	OOMYA1936-08	HQ709037, HQ643996, HQ665270
Sap	Saprolegnia monoica	CBS 539.67	OOMYA1939-08	HQ709040, HQ643999, HQ665255
Sap	Saprolegnia monoica	CBS 599.67	OOMYA1940-08	HQ709039, HQ643998, HQ665280
Sap	Saprolegnia parasitica	CBS 113187	OOMYA1941-08	HQ709046, HQ644005, HQ665074
Sap	Saprolegnia parasitica	CBS 223.65	OOMYA1942-08	HQ709045, HQ644004, HQ665165
Sap	Saprolegnia parasitica	CBS 300.32	OOMYA1943-08	HQ709044, HQ644003, HQ665196
Sap	Saprolegnia parasitica	CBS 302.56	OOMYA1944-08	HQ709043, HQ644002, HQ665197
Sap	Saprolegnia parasitica	CBS 397.34	OOMYA1945-08	HQ709042, HQ644001, HQ665226
Sap	Saprolegnia parasitica	CBS 540.67	OOMYA1946-08	HQ709041, HQ644000, HQ665256
Sap	Saprolegnia rodrigueziana	CBS 119354	OOMYA1948-08	HQ709047, HQ644006, HQ665089
Sap	Saprolegnia sp.	CBS 632.85	OOMYA1701-08	HQ709048, HQ644007
Sap	Saprolegnia subterranea	CBS 278.52	OOMYA1950-08	HQ709049, HQ644008
Sap	Saprolegnia subterranea	CBS 113343	OOMYA1914-08	HQ709050, HQ644009, HQ665078
Sap	Saprolegnia terrestris	CBS 533.67	OOMYA1952-08	HQ709051, HQ644010
Sap	Saprolegnia terrestris	CBS 110063	OOMYA1951-08	HQ709052, HQ644011, HQ665061
Sap	Saprolegnia turfosa	CBS 110065	OOMYA1953-08	HQ709055, HQ644014
Sap	Saprolegnia turfosa	CBS 313.81	OOMYA1954-08	HQ709054, HQ644013, HQ665203
Sap	Saprolegnia turfosa	CBS 327.35	OOMYA1938-08	HQ709053, HQ644012, HQ665210
Sap	Saprolegnia unispora	CBS 110066	OOMYA1955-08	HQ709057, HQ644016, HQ665062
Sap	Saprolegnia unispora	CBS 213.35	OOMYA1956-08	HQ709056, HQ644015, HQ665152
Thr	Thraustotheca clavata	CBS 343.33	OOMYA1957-08	HQ709059, HQ644018, HQ665213
Thr	Thraustotheca clavata	CBS 557.67	OOMYA1958-08	HQ709058, HQ644017, HQ665268
Thr	Thraustotheca terrestris*	CBS 109851	OOMYA1960-08	HQ709060, HQ644019, HQ665057
