Id	Globisporangium sylvaticum	Globisporangium spiculum	Globisporangium mamillatum	Globisporangium paroecandrum	Globisporangium irregulare	Globisporangium spinosum	Globisporangium heterothallicum	Globisporangium glomeratum	Globisporangium orthogonon	Globisporangium nunn	Globisporangium nodosum	Globisporangium perplexum	Phytopythium boreale	Phytopythium litorale	Phytopythium vexans	Globisporangium emineosum	Globisporangium aff._polymastum	Globisporangium jasmonium	Pythium insidiosum	Pythium monospermum	Pythium aphanidermatum	Pythium pectinolyticum	Pythium vanterpoolii	Pythium tracheiphilum	Pythium conidiophorum	Pythium aff._periilum	Pythium arrhenomanes	Pythium aff._volutum	Pythium volutum	Pythium inflatum	Pythium folliculosum	Pythium angustatum	Pythium aff._torulosum	Pythium catenulatum	Pythium afertile	Pythium kashmirense	Pythium pyrilobum	Pythium pachycaule	Pythium dissimile	Pythium chondricola	Pythium adhaerens	Pythium myriotylum	Pythium grandisporangium	Pythium lycopersicum	Pythium acanthicum	Pythium aff._hydnosporum	Pythium periplocum	Globisporangium nagaii	Globisporangium okanoganense	Globisporangium ultimum_var._ultimum	Globisporangium ultimum	Globisporangium camurandrum	Globisporangium rostratifingens	Globisporangium longandrum	Globisporangium acrogynum	Globisporangium carolinianum	Globisporangium papilogynum	Globisporangium erinaceus	Globisporangium radiosum	Globisporangium apiculatum	Globisporangium middletonii	Globisporangium rhizosaccharum	Globisporangium parvum	Globisporangium minus	Globisporangium aff._pleroticum	Globisporangium pleroticum	Globisporangium takayamanum	Globisporangium attrantheridium	Globisporangium intermedium	Pythium sp._nov	Globisporangium debaryanum	Globisporangium lucens	Globisporangium terrestris	Location	Country	Year	Compartment	Soilweight
year2021_soil_P17_adaptertrimmed_Pythium_R1.fastq	0.0464252553389044	0	0	0	0	0	0.207985143918292	0	0	0	0	0	0	0	0	0	0	0	0	0.171773444753946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00974930362116992	0	0	0	0	0	0	0.010677808727948	0	0	0	0	0	0	0.214484679665738	0	0	0	0	0	0	0	0.303621169916435	0.0352831940575673	0	0	0	0	P21_L17	Germany	2021	Soil	medium
year2021_soil_P18_adaptertrimmed_Pythium_R1.fastq	0.0769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440071556350626	0	0	0	0	0	0	0	0.343470483005367	0.13953488372093	0	0	0	0	P21_L18	Germany	2021	Soil	light
year2021_soil_P19_adaptertrimmed_Pythium_R1.fastq	0.0638796639968744	0	0	0	0	0	0.002539558507521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416096893924595	0	0.558116819691346	0	0.00175815588982223	0	0	0	0.083805430748193	0	0	0	0	0.0125024418831803	0	0	0	0	0	0	0	0.00410236374291854	0	0	0	0.192225043953897	0	0	0	0	0	0	0	0	0	0.00214885719867162	0	0	0	0	0	0	0	0.0373119749951162	0	0	0	0	0	P21_L19	Germany	2021	Soil	medium
year2021_soil_P20_adaptertrimmed_Pythium_R1.fastq	0.194244604316547	0	0	0	0	0	0.384892086330935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266187050359712	0	0	0	0	0	0	0.039568345323741	0	0	0	0	0	0.0611510791366906	0	0	0	0	0	0	0	0	0.0539568345323741	0	0	0	0	0	P21_L20	Germany	2021	Soil	medium
year2021_soil_P21_adaptertrimmed_Pythium_R1.fastq	0.259259259259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457912457912458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0168350168350168	0	0.181818181818182	0.0841750841750842	0	0	0	0	P21_L21	Netherland	2021	Soil	medium
year2021_soil_P22_adaptertrimmed_Pythium_R1.fastq	0.023183120604324	0	0	0	0	0	0.276634540244855	0.0112008335504038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169314925761917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161500390726752	0	0	0	0.0565251367543631	0	0	0	0	0	0	0	0	0	0.0114613180515759	0	0	0	0	0	0	0	0.568116697056525	0.0197968220890857	0	0	0	0	P21_L22	Belgium	2021	Soil	medium
year2021_soil_P23_adaptertrimmed_Pythium_R1.fastq	0.165915238954013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.757439134355275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0766456266907124	0	0	0	0	0	P21_L23	Netherland	2021	Soil	medium
year2021_soil_P24_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.0347125798389336	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166620383226881	0	0	0	0	0	0.720910858094974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117745070813663	0	0	0	0.0505415162454874	0	0	0	0	0	0	0	0	0	0.067481255206887	0	0	0	0	0	0	0	0	0.00694251596778673	0	0	0	0	P21_L24	Belgium	2021	Soil	medium
year2021_soil_P25_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	P21_L25	Belgium	2021	Soil	medium
year2021_soil_P26_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.514020393299344	0	0	0	0	0	0	0	0	0	0	0	0	0.150218499635834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145666423889294	0	0	0	0	0	0	0.00782957028404953	0.0021849963583394	0	0	0	0	0	0	0	0	0	0.00892206846321923	0	0	0	0.31536780772032	0	0	0	0	0	P21_L26	France	2021	Soil	medium
year2021_soil_P27_adaptertrimmed_Pythium_R1.fastq	0.172764227642276	0	0	0	0	0	0.258130081300813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142276422764228	0	0.0914634146341463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290650406504065	0	0	0	0	0	0	0.024390243902439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0203252032520325	0	0	0	0	P21_L27	Spain	2021	Soil	medium
year2021_soil_P28_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0.0111788617886179	0	0.0813008130081301	0.298780487804878	0	0.229674796747967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120426829268293	0.00152439024390244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235264227642276	0	0.021849593495935	0	0	0	P21_L28	Spain	2021	Soil	medium
year2021_soil_P29_adaptertrimmed_Pythium_R1.fastq	0.0137857900318134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0784729586426299	0	0	0.345351714386709	0	0	0	0.0752916224814422	0	0	0	0	0.0714033227288795	0	0	0	0	0	0	0.0767055496641923	0	0	0	0.00883704489218805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330151997172146	0	0	0	0	0	P21_L29	Spain	2021	Soil	medium
year2021_soil_P30_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0.0108028480235698	0.313773631230052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0775840903510926	0	0	0	0	0	0	0	0.0643260495948932	0.0324085440707096	0	0	0.134053523201571	0	0	0	0	0	0	0.232997790326541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00466486619199607	0	0	0	0.00245519273262951	0.126933464276946	0	0	0	0	0	P21_L30	Spain	2021	Soil	heavy
year2021_soil_P31_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152317880794702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0662251655629139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.781456953642384	0	0	0	P21_L31	Spain	2021	Soil	heavy
year2021_soil_P32_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.872985418265541	0	0.0943975441289332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153491941673062	0	0	0	0	0	0	0	0	0	0	0	0.0153491941673062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191864927091328	0	0	0	0	0	0	P21_L32	Romania	2021	Soil	medium
year2021_soil_P33_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.525862068965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267241379310345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206896551724138	0	0	0	0	0	P21_L33	Romania	2021	Soil	heavy
year2021_soil_P34_adaptertrimmed_Pythium_R1.fastq	0.0055005500550055	0	0	0.00867864564234201	0	0	0.140569612516807	0	0	0	0	0	0	0	0	0	0	0	0	0.00281139225033614	0	0	0	0	0	0	0.633174428553967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126145947928126	0	0	0	0	0	0	0	0	0	0	0	0.0278694536120279	0	0.00598948783767266	0	0.00427820559833761	0	0.0449822760053783	0	0	0	0	0	P21_L34	Romania	2021	Soil	medium
year2021_soil_P35_adaptertrimmed_Pythium_R1.fastq	0	0	0	0.00269618277281113	0	0	0.437916844047112	0	0.393642684830424	0	0	0	0	0	0	0	0	0	0	0.053639846743295	0	0	0	0	0	0	0.0191570881226054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255427841634738	0.070810273875408	0	0	0	0.0195828011919966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P21_L35	Romania	2021	Soil	heavy
year2021_soil_P36_adaptertrimmed_Pythium_R1.fastq	0.0599369085173502	0	0	0.00197160883280757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0485015772870662	0	0	0	0	0	0	0.79692429022082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0926656151419558	0	0	0	0	0	P21_L36	Romania	2021	Soil	heavy
year2021_soil_P37_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.14858934169279	0	0	0.120376175548589	0	0	0	0	0	0	0	0	0	0	0.0382445141065831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341483803552769	0	0.00125391849529781	0	0	0	0.00313479623824451	0	0	0	0.00376175548589342	0	0.00188087774294671	0	0	0	0	0	0.070846394984326	0	0.27042842215256	0	0	0	P21_L37	Hungary	2021	Soil	heavy
year2021_soil_P38_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.408857509627728	0	0.329749679075738	0	0.00128369704749679	0	0	0	0	0	0	0	0	0.00304878048780488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0309691912708601	0	0	0	0.152439024390244	0	0	0	0	0	0.024390243902439	0	0	0	0	0	0	0	0	0	0	0	0.0150834403080873	0	0.0341784338896021	0	0	0	P21_L38	Hungary	2021	Soil	heavy
year2021_soil_P39_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.121191450659391	0	0	0	0.00682128240109141	0	0	0	0	0	0	0	0	0.00773078672123693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0247839927239654	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150977717144156	0	0	0	0	0	0.00136425648021828	0	0	0	0	0	0	0	0	0	0	0	0.115734424738518	0.0572987721691678	0.514097316962256	0	0	0	P21_L39	Hungary	2021	Soil	heavy
year2021_soil_P40_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.103728623493131	0	0	0	0	0	0	0	0	0	0	0	0	0.016260162601626	0.00897112419400056	0	0	0	0	0	0	0	0	0	0	0.00784973366975049	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00560695262125035	0	0.00196243341743762	0	0.757779646761985	0	0	0	0	0	0.015699467339501	0	0	0	0.00280347631062518	0	0	0	0	0	0	0	0.0095318194561256	0.016260162601626	0.0535463975329408	0	0	0	P21_L40	Hungary	2021	Soil	heavy
year2021_soil_P41_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.882573179033356	0	0	0	0	0	0	0	0	0	0	0	0	0.0068073519400953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0534377127297481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0411844792375766	0.015997277059224	0	0	0	0	P21_L41	Hungary	2021	Soil	heavy
year2021_soil_P42_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.467805519053876	0	0	0	0	0	0	0	0	0	0	0	0	0.011826544021025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26754270696452	0	0.0157687253613666	0	0.0325886990801577	0	0	0	0	0	0	0.0346911957950066	0	0	0	0	0	0	0.0210249671484888	0	0.00183968462549277	0	0	0	0	0	0.146911957950066	0	0	0	0	0	P21_L42	Austria	2021	Soil	medium
year2021_soil_P43_adaptertrimmed_Pythium_R1.fastq	0.0613652868554829	0	0	0	0	0	0.31118373275236	0	0	0	0	0.0584604212055192	0	0	0	0	0	0	0	0.0468409586056645	0	0	0	0	0	0	0	0.00399419026870007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261437908496732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.487291212781409	0	0	0	0	0.004720406681191	P21_L43	Austria	2021	Soil	heavy
year2021_soil_P44_adaptertrimmed_Pythium_R1.fastq	0.00800800800800801	0	0	0	0	0	0.028028028028028	0	0	0	0	0	0	0	0	0	0	0	0	0.0495495495495495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249249249249249	0	0	0	0.0695695695695696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.595595595595596	0	0	0	0	0	P21_L44	Switzerland	2021	Soil	heavy
year2021_soil_P45_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.298804780876494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0637450199203187	0	0	0	0	0	0	0	0	0	0	0	0.047808764940239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0836653386454183	0	0	0	0.131474103585657	0	0.374501992031873	0	0	0	0	0	P21_L45	Switzerland	2021	Soil	light
year2021_soil_P46_adaptertrimmed_Pythium_R1.fastq	0.0203829524397776	0	0	0	0	0	0.0457072266831377	0	0	0	0	0.139901173563928	0	0	0	0	0	0	0	0.00494132180358246	0	0	0	0	0	0	0.0311920938851143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0525015441630636	0	0	0	0.10129709697344	0	0	0	0.0435453983940704	0	0	0.00494132180358246	0	0	0	0	0	0	0	0	0	0	0	0	0.00710315009264978	0	0.548486720197653	0	0	0	0	0	P21_L46	Czech_republic	2021	Soil	light
year2021_soil_P48_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P21_L48	Germany	2021	Soil	heavy
year2021_soil_P49_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.628712871287129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0792079207920792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183168316831683	0	0	0.0148514851485149	0	0	0	0	0.0940594059405941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P21_L49	Germany	2021	Soil	heavy
year2021_soil_P6_adaptertrimmed_Pythium_R1.fastq	0.0489596083231334	0.0416156670746634	0	0	0	0	0.0440636474908201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0905752753977968	0.303549571603427	0	0	0	0	0	0	0.346389228886169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0673194614443084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0575275397796818	0	0	0	0	P21_L06	Italy	2021	Soil	heavy
year2021_soil_P7_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.0559638213680045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339174674957603	0	0	0	0.0146975692481628	0	0.0180893159977388	0	0	0	0.0407009609949124	0	0	0	0	0	0	0	0	0	0	0	0	0.275862068965517	0	0	0	0.00678349349915206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0073487846240814	0	0	0	0.577162238552855	0	0	0	0	0	P21_L07	Italy	2021	Soil	heavy
year2021_soil_P8_adaptertrimmed_Pythium_R1.fastq	0.00121817517358996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109635765623097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967901084175904	0.0277743939578511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000609087586794981	0	0.00140090144962846	0	0	0	0	0	P21_L08	Italy	2021	Soil	heavy
year2021_soil_P9_adaptertrimmed_Pythium_R1.fastq	0.00401808136614766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00885233550979407	0	0.00301356102461075	0	0	0.00665494726268207	0	0.00100452034153692	0	0	0.00351582119537921	0	0	0.963335007533903	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000941737820190859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069060773480663	0	0	0	0	0.00797338021094927	0	0	0	0	0	P21_L09	Italy	2021	Soil	heavy
